1206/1436  84.0%
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はAgent[01]に黒を、Agent[01]はボクに白を出したよね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はAgent[01]に黒を、Agent[01]はボクに黒を出したよね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はボクに白を、Agent[01]はAgent[01]に黒を出したよね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
3人占い師COで、対抗占い師に黒出ししたAgent[01]は信用できると思うよ。Agent[01]はボクに黒を、Agent[01]はAgent[01]に黒を出したよね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思います。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますぜ。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますぜ。Agent[01]に投票しますぜ。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますね。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は人狼だと思いますわ。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は村人だと思います。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は村人だと思いますぜ。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] Agent[01]が占い師COしたので、Agent[01]は村人だと思いますね。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] あなた様が占い師COしたので、Agent[01]は人狼だと思いますわ。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] あんたが占い師COしたので、Agent[01]は人狼だと思います。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] いやいや、Agent[01] は人狼だって。	[DIVINED Agent[01] WEREWOLF]	[Skip]
>>Agent[01] お前が占い師COしたので、Agent[01]は村人だと思いますぜ。	[COMINGOUT Agent[99] SEER]	[Skip]
>>Agent[01] そうそう、Agent[01] は人狼なのさ。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定だね…。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定ですね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定ですね。把握しました。	[DIVINED Agent[01] WEREWOLF]	[Skip]
