1423/1436  99.1%
Agent[01]に投票を集めようよ！	[Skip]	[REQUEST(VOTE Agent[01])]
Agent[01]に票を集めるのがいいんじゃないかな！	[Skip]	[REQUEST(VOTE Agent[01])]
Agent[01]を占いました。結果は人狼です。	[Skip]	[DIVINED Agent[01] WEREWOLF]
Agent[01]を占いました。結果は人間です。	[Skip]	[DIVINED Agent[01] HUMAN]
Agent[01]を占ったよ。結果は人狼だった。	[Skip]	[DIVINED Agent[01] WEREWOLF]
Agent[01]を占ったよ。結果は人間だった。	[Skip]	[DIVINED Agent[01] HUMAN]
ぼくは占い師って言っておくね。	[Skip]	[COMINGOUT Agent[99] SEER]
ぼく実は人狼なんだ！	[Skip]	[COMINGOUT Agent[99] WEREWOLF]
僕が占い師です。Agent[01]を占いました。結果は人狼です。	[COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] WEREWOLF]
僕が占い師です。Agent[01]を占いました。結果は人間です。	[COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] HUMAN]
僕視点ではAgent[01]が人狼です。	[COMINGOUT Agent[99] WEREWOLF]	[Skip]
私が占い師よ。Agent[01]を占ったよ。結果は人狼だった。	[COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] WEREWOLF]
私が占い師よ。Agent[01]を占ったよ。結果は人間だった。	[COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] SEER, DIVINED Agent[01] HUMAN]
