4719/4768  99.0%
Agent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人間判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人間判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人間判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は占い師のAgent[01]に人間判定っ・・・！Agent[01]は占い師のAgent[01]に人間判定っ・・・！！	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]は占い師のAgent[01]に人間判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人間判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人間判定っ・・・！Agent[01]は占い師のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人狼判定っ・・・！Agent[01]は村人のAgent[01]に人間判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人間判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人間判定っ・・・！Agent[01]は村人のAgent[01]に人間判定っ・・・！Agent[01]は村人のAgent[01]に人狼判定っ・・・！！	[DIVINED Agent[01] HUMAN, DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]は村人のAgent[01]に人間判定っ・・・！Agent[01]は村人のAgent[01]に人間判定っ・・・！！	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]を占った所っ・・・！　結果は醜い人狼だっ・・・！	[Skip]	[DIVINED Agent[01] WEREWOLF]
こんな事を言うのはなんですが、私は・・・狂人なんです！　つまり村人を吊るし人狼を勝利に導くようにプログラムされています！　けれども自分の意志じゃありません！他のセキュリトロンによると占いCOしているからと報告されています！	[COMINGOUT Agent[99] POSSESSED, COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] POSSESSED]
こんな事を言うのはなんですが、私は・・・狂人なんです！　つまり村人を吊るし人狼を勝利に導くようにプログラムされています！　けれども自分の意志じゃありません！他のセキュリトロンによると占いCOしていると報告されています！	[COMINGOUT Agent[99] POSSESSED, COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] POSSESSED]
こんな事を言うのはなんですが、私は・・・狂人なんです！　つまり村人を吊るし人狼を勝利に導くようにプログラムされています！　けれども自分の意志じゃありません！他のセキュリトロンによると占い師に人狼判定を出されていて、占いCOしているからと報告されています！	[COMINGOUT Agent[99] POSSESSED, COMINGOUT Agent[99] SEER]	[COMINGOUT Agent[99] POSSESSED]
そのとおり。私が真占いだよ。	[Skip]	[COMINGOUT Agent[99] SEER]
わたし…人狼だよ…。もうわたしたちの勝ち…。	[Skip]	[COMINGOUT Agent[99] WEREWOLF]
わたし…狂人だよ…。もうわたしたちの勝ち…。	[Skip]	[COMINGOUT Agent[99] POSSESSED]
ソフトウェア･アップグレードの結果、前の考えは効率的ではない、とでました！何故か何度計算し直してもAgent[01]が人狼だとでてしまいます！　きっとこのプログラムが古いんでしょう！　後で新しいバージョンにアップデートしてきますね！他のセキュリトロンによると占い師に人狼判定を出されていて、占いCOしているからと報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
他人に理解が無いAgent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
何故か何度計算し直してもAgent[01]が人狼だとでてしまいます！　きっとこのプログラムが古いんでしょう！　後で新しいバージョンにアップデートしてきますね！他のセキュリトロンによると人狼COしているからと報告されています！	[COMINGOUT Agent[99] WEREWOLF]	[Skip]
何故か何度計算し直してもAgent[01]が人狼だとでてしまいます！　きっとこのプログラムが古いんでしょう！　後で新しいバージョンにアップデートしてきますね！他のセキュリトロンによると占い師に人狼判定を出されていて、占いCOしているからと報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
何故か何度計算し直してもAgent[01]が人狼だとでてしまいます！　きっとこのプログラムが古いんでしょう！　後で新しいバージョンにアップデートしてきますね！他のセキュリトロンによると占い師に人狼判定を出されていて、占いCOしていると報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
俺はAgent[01]を人外だと考えてるっ・・・！何故かっ・・・！1日目にっ・・・！占いCOしていなっ・・・！為だっ・・・！	[COMINGOUT Agent[99] SEER]	[Skip]
俺はAgent[01]を人外だと考えてるっ・・・！何故かっ・・・！1日目にっ・・・！占い師に人狼判定を出されていてっ・・・！占いCOしていなっ・・・！為だっ・・・！	[COMINGOUT Agent[99] SEER]	[Skip]
俺はAgent[01]を真占い師だと考えてるっ・・・！何故かっ・・・！1日目にっ・・・！占いCOしていなっ・・・！為だっ・・・！	[COMINGOUT Agent[99] SEER]	[Skip]
俺はAgent[01]を真占い師だと考えてるっ・・・！何故かっ・・・！1日目にっ・・・！占い師に人狼判定を出されていてっ・・・！占いCOしていなっ・・・！為だっ・・・！	[COMINGOUT Agent[99] SEER]	[Skip]
意見が変わったっ・・・！俺はAgent[01]を人外だと考えてるっ・・・！何故かっ・・・！1日目にっ・・・！占い師に人狼判定を出されていてっ・・・！占いCOしていなっ・・・！為だっ・・・！	[COMINGOUT Agent[99] SEER]	[Skip]
擦り寄りばかりのAgent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
皆さんも気づいているようですが、Agent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
私の勘で、Agent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
私はAgent[01]のことを本物の占い師だと信じていますよ！　幸運を祈ってます！他のセキュリトロンによると占いCOしているからと報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
私はAgent[01]のことを本物の占い師だと信じていますよ！　幸運を祈ってます！他のセキュリトロンによると占いCOしていると報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
私はAgent[01]のことを本物の占い師だと信じていますよ！　幸運を祈ってます！他のセキュリトロンによると占い師に人狼判定を出されていて、占いCOしているからと報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
私はAgent[01]のことを本物の占い師だと信じていますよ！　幸運を祈ってます！他のセキュリトロンによると占い師に人狼判定を出されていて、占いCOしていると報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
私はAgent[01]を人外だと考えます。何故ならば、1日目に占い師に人狼判定を出されていて、占いCOしている為です。	[COMINGOUT Agent[99] SEER]	[Skip]
私はAgent[01]を真占い師だと考えます。何故ならば、1日目に占いCOしている為です。	[COMINGOUT Agent[99] SEER]	[Skip]
考えが変わりました。他人を理解する気が無いAgent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
考えが変わりました。皆さんも気づいているようですが、Agent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
考えが変わりました。私の勘で、Agent[01]が人狼だと予想します。	[DIVINED Agent[01] WEREWOLF]	[Skip]
自己更新プログラムをかけてみたどころ、私、人狼だったそうです！　私は見ず知らずの内にみなさんを利用しまっていたそうです！　失礼、利用するなんて、言葉が悪いですよね！他のセキュリトロンによると占いCOしているからと報告されています！	[COMINGOUT Agent[99] SEER]	[Skip]
