1282/1297  98.8%
>>Agent[01] Agent[01]のことをどう思っているか、よければ聞かせてくれないかな？	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]の占い先のAgent[01]は人狼と思っているということですね？	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]の占い先のAgent[01]は人間と思っているということですね？	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]の印象を聞きたい。君はどう思っている？	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]の印象を聞きたいな。	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]はAgent[01]のことをどう思いますか？	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]は[Agent03]のことをどう思いますか？	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] Agent[01]を吊りましょう。ここは人外確定です。	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は#<さん>に投票しようと思っている<よ>。]
>>Agent[01] Agent[01]を吊りましょう。僕を吊ると負けてしまうので。	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は#<さん>に投票しようと思っている<よ>。]
>>Agent[01] Agent[01]を吊りましょう。皆に票を合わせます。	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は#<さん>に投票しようと思っている<よ>。]
>>Agent[01] Agent[01]を追放しましょう。ここが人狼だと思います。	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は#<さん>に投票しようと思っている<よ>。]
>>Agent[01] Agent[01]を追放しましょう。ここは人外確定です。	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は#<さん>に投票しようと思っている<よ>。]
>>Agent[01] 君が狼というのは本当かい？	[]	[>>Agent[99] Agent[99]<さん>、<僕>は人狼じゃない<よ>。]
>>Agent[01] 君はAgent[01]のことをどう思っているのかな。	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
>>Agent[01] 貴方がAgent[01]を疑う理由を私に教えてください。どんなことでもノーと言いませんから。いや本当に！	[]	[>>Agent[99] Agent[99]<さん>、うーん、まだ考えがまとまらない<よ>。]
