2656/2819  94.2%
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]が真占いだという気がするんだ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]には黒判定が出ているからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]の投票には違和感があるからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]の投票先はおかしいよ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]はさっき私に投票してきたからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]は狼だ。君たちにも信じて欲しい。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]は真占いだろうからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]を吊ればゲームセット、のはずだからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？Agent[01]を黒だと判定した占い師がいるからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？おっと、これはまだ言わないほうが良かったかな。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？さっきCOしたとおり、Agent[01]は狼だからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？どうやら私を吊りたいらしいからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？なんとなくだけどね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？ふふっ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？まるで狼を吊る気が無いような投票だったからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？現時点ではね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？私の直感は当たるんだ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]に投票を集めたい。投票してくれるかい？黒を引いた相手に投票しない占い師がいると思うかい？	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]は人狼だからね。みんなAgent[01]に投票するんだ！	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]を吊りましょう。ここは怪しいもの。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]を吊りましょう。人狼様に逆らった罰よ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] Agent[01]を吊りましょう。皆に票を合わせるわ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]が真占いだという気がするんだ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]には黒判定が出ているからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]の投票には違和感があるからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]の投票先はおかしいよ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]は他の人にも反感を買っているようだしね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]は狼だ。君たちにも信じて欲しい。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]は真占いだろうからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]は黒だという判定を私は信じているんだ。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]を吊ればゲームセット、のはずだからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？Agent[01]を黒だと判定した占い師がいるからね。	[Skip]	[REQUEST(VOTE Agent[01])]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君もどうだ？おっと、これはまだ言わないほうが良かったかな。	[Skip]	[REQUEST(VOTE Agent[01])]
