1353/1436  94.2%
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定だね…。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定ですね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人狼判定ですね。把握しました。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定だね…。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定ですね。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定ですね。把握しました。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人狼判定、Agent[01]がAgent[01]に人間判定ね。	[DIVINED Agent[01] WEREWOLF, DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人狼判定だね…。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定ですね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人狼判定ね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定だね…。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定ですね。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定ですね。把握しました。	[DIVINED Agent[01] WEREWOLF]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人狼判定を出したのね。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定だね…。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定ですね。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定ですね。把握しました。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定ね。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定、Agent[01]がAgent[01]に人間判定を出したのね。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定だね…。	[DIVINED Agent[01] HUMAN]	[Skip]
Agent[01]がAgent[01]に人間判定ですね。	[DIVINED Agent[01] HUMAN]	[Skip]
